id,date,hour,lan,lon
AL031903,19030912,1800,27.7,-82.9
AL031903,19030913,0000,28.1,-83.6
AL031903,19030913,0600,28.5,-84.2
AL031903,19030913,1200,28.9,-84.8
AL031903,19030913,1800,29.5,-85.3
AL031903,19030913,2300,30.1,-85.6
AL031903,19030914,0000,30.3,-85.7
AL031903,19030914,0600,31.0,-85.9
AL031903,19030914,1200,31.6,-86.0
AL031903,19030914,1800,32.0,-86.0
AL031903,19030915,0000,32.4,-85.9
AL031903,19030915,0600,32.7,-85.6
AL031903,19030915,1200,33.0,-85.3
AL031903,19030915,1800,33.3,-84.9
AL031903,19030916,0000,33.6,-84.3
AL031903,19030916,0600,33.8,-83.7
AL031903,19030916,1200,34.0,-83.0
AL031903,19030916,1800,33.9,-82.3
AL041903,19030912,0000,22.5,-55.6
AL041903,19030912,0600,23.3,-56.4
AL041903,19030912,1200,24.2,-57.3
AL041903,19030912,1800,25.4,-58.7
AL041903,19030913,0000,26.5,-60.4
AL041903,19030913,0600,27.4,-62.2
AL041903,19030913,1200,28.0,-64.0
AL041903,19030913,1800,28.4,-65.2
AL041903,19030914,0000,28.8,-66.5
AL041903,19030914,0600,29.1,-67.8
AL041903,19030914,1200,29.5,-69.0
AL041903,19030914,1800,30.1,-70.3
AL041903,19030915,0000,30.8,-71.5
AL041903,19030915,0600,31.6,-72.6
AL041903,19030915,1200,32.5,-73.3
AL041903,19030915,1800,34.1,-74.0
AL041903,19030916,0000,36.2,-74.5
AL041903,19030916,0600,38.0,-74.6
AL041903,19030916,1100,39.1,-74.7
AL041903,19030916,1200,39.3,-74.7
AL041903,19030916,1800,40.3,-75.0
AL041903,19030917,0000,41.1,-75.5
AL041903,19030917,0600,41.9,-76.3
AL041903,19030917,1200,43.0,-77.0
AL041903,19030917,1800,44.8,-77.0
AL051903,19030919,0000,20.8,-71.6
AL051903,19030919,0600,21.3,-71.7
AL051903,19030919,1200,21.7,-71.7
AL051903,19030919,1800,22.0,-71.7
AL051903,19030920,0000,22.3,-71.7
AL051903,19030920,0600,22.6,-71.7
AL051903,19030920,1200,23.0,-71.7
AL051903,19030920,1800,23.5,-71.8
AL051903,19030921,0000,24.1,-72.0
AL051903,19030921,0600,24.6,-72.2
AL051903,19030921,1200,25.0,-72.5
AL051903,19030921,1800,25.5,-72.7
AL051903,19030922,0000,26.0,-72.9
AL051903,19030922,0600,26.5,-73.1
AL051903,19030922,1200,27.0,-73.3
AL051903,19030922,1800,27.5,-73.5
AL051903,19030923,0000,27.9,-73.6
AL051903,19030923,0600,28.5,-73.6
AL051903,19030923,1200,29.0,-73.7
AL051903,19030923,1800,30.0,-73.9
AL051903,19030924,0000,31.4,-74.0
AL051903,19030924,0600,32.8,-73.8
AL051903,19030924,1200,34.0,-73.0
AL051903,19030924,1800,34.7,-71.6
AL051903,19030925,0000,35.1,-70.4
AL051903,19030925,0600,35.4,-69.0
AL051903,19030925,1200,35.5,-67.5
AL051903,19030925,1800,36.0,-65.3
AL051903,19030926,0000,36.7,-62.7
AL051903,19030926,0600,37.3,-60.1
AL051903,19030926,1200,37.8,-57.5
AL051903,19030926,1800,38.2,-55.6
AL061903,19030926,0600,22.9,-58.8
AL061903,19030926,1200,23.3,-60.0
AL061903,19030926,1800,23.6,-61.6
AL061903,19030927,0000,23.9,-62.8
AL061903,19030927,0600,24.3,-63.8
AL061903,19030927,1200,24.8,-64.6
AL061903,19030927,1800,26.0,-65.3
AL061903,19030928,0000,27.3,-65.7
AL061903,19030928,0600,28.7,-65.7
AL061903,19030928,1200,30.0,-65.5
AL061903,19030928,1800,32.1,-64.2
AL061903,19030929,0000,34.1,-62.3
AL061903,19030929,0600,36.0,-59.1
AL061903,19030929,1200,37.5,-56.3
AL061903,19030929,1800,39.4,-52.8
AL061903,19030930,0000,41.2,-48.6
AL061903,19030930,0600,42.7,-44.8
AL061903,19030930,1200,44.5,-40.5
AL061903,19030930,1800,46.5,-35.5
AL071903,19031001,0000,17.7,-57.3
AL071903,19031001,0600,18.1,-57.9
AL071903,19031001,1200,18.5,-58.5
AL071903,19031001,1800,19.4,-60.0
AL071903,19031002,0000,20.3,-61.0
AL071903,19031002,0600,21.5,-62.2
AL071903,19031002,1200,23.0,-63.5
AL071903,19031002,1800,24.3,-63.8
AL071903,19031003,0000,25.4,-63.7
AL071903,19031003,0600,26.3,-63.4
AL071903,19031003,1200,27.3,-63.0
AL071903,19031003,1800,28.0,-62.7
AL071903,19031004,0000,28.9,-62.2
AL071903,19031004,0600,29.5,-61.6
AL071903,19031004,1200,30.0,-60.7
AL071903,19031004,1800,30.5,-59.1
AL071903,19031005,0000,30.6,-57.2
AL071903,19031005,0600,30.4,-55.2
AL071903,19031005,1200,30.0,-53.4
AL071903,19031005,1800,29.5,-51.9
AL071903,19031006,0000,28.9,-50.2
AL071903,19031006,0600,28.1,-48.8
AL071903,19031006,1200,27.0,-48.0
AL071903,19031006,1800,26.8,-48.2
AL071903,19031007,0000,26.7,-48.4
AL071903,19031007,0600,26.8,-48.7
AL071903,19031007,1200,27.0,-49.0
AL071903,19031007,1800,27.6,-48.8
AL071903,19031008,0000,28.0,-48.2
AL071903,19031008,0600,28.2,-47.2
AL071903,19031008,1200,28.3,-46.2
AL071903,19031008,1800,28.5,-45.0
AL071903,19031009,0000,29.0,-43.1
AL071903,19031009,0600,29.5,-41.5
AL071903,19031009,1200,30.0,-40.0
AL071903,19031009,1800,30.5,-38.7
AL071903,19031010,0000,30.9,-37.5
AL071903,19031010,0600,31.6,-36.2
AL071903,19031010,1200,32.4,-35.0
AL071903,19031010,1800,33.6,-33.2
AL081903,19031005,0000,25.5,-72.5
AL081903,19031005,0600,25.7,-72.3
AL081903,19031005,1200,26.0,-72.0
AL081903,19031005,1800,26.3,-71.7
AL081903,19031006,0000,26.6,-71.3
AL081903,19031006,0600,26.9,-70.9
AL081903,19031006,1200,27.2,-70.5
AL081903,19031006,1800,27.5,-70.1
AL081903,19031007,0000,27.8,-69.7
AL081903,19031007,0600,28.1,-69.3
AL081903,19031007,1200,28.5,-68.8
AL081903,19031007,1800,29.0,-68.2
AL081903,19031008,0000,29.5,-67.4
AL081903,19031008,0600,30.0,-66.9
AL081903,19031008,1200,30.5,-66.5
AL081903,19031008,1800,31.1,-66.2
AL081903,19031009,0000,31.7,-65.9
AL081903,19031009,0600,32.3,-65.7
AL081903,19031009,1200,33.0,-65.5
AL081903,19031009,1800,33.7,-65.3
AL081903,19031010,0000,34.5,-65.2
AL081903,19031010,0600,35.3,-65.1
AL081903,19031010,1200,36.1,-65.0
AL081903,19031010,1800,37.2,-64.8
AL091903,19031021,0600,21.2,-72.0
AL091903,19031021,1200,21.5,-72.5
AL091903,19031021,1800,21.9,-72.9
AL091903,19031022,0000,22.5,-73.3
AL091903,19031022,0600,23.2,-73.6
AL091903,19031022,1200,24.0,-74.0
AL091903,19031022,1800,24.8,-74.2
AL091903,19031023,0000,25.6,-74.3
AL091903,19031023,0600,26.3,-74.3
AL091903,19031023,1200,27.0,-74.3
AL091903,19031023,1800,27.9,-74.5
AL091903,19031024,0000,29.0,-74.8
AL091903,19031024,0600,30.1,-75.1
AL091903,19031024,1200,31.2,-75.0
AL091903,19031024,1800,32.4,-74.5
AL091903,19031025,0000,33.6,-73.1
AL091903,19031025,0600,34.5,-71.5
AL091903,19031025,1200,35.8,-69.5
AL091903,19031025,1800,38.0,-66.9
AL091903,19031026,0000,40.5,-63.7
AL091903,19031026,0600,42.8,-60.4
AL091903,19031026,1200,45.0,-57.5
AL091903,19031026,1800,47.3,-55.4
AL091903,19031027,0000,49.1,-53.7
AL091903,19031027,0600,51.1,-52.4
AL091903,19031027,1200,53.0,-51.0
AL091903,19031027,1800,55.2,-49.5
AL101903,19031117,0600,19.0,-37.0
AL101903,19031117,1200,19.5,-38.5
AL101903,19031117,1800,19.9,-39.7
AL101903,19031118,0000,20.4,-41.3
AL101903,19031118,0600,21.1,-42.9
AL101903,19031118,1200,21.9,-44.4
AL101903,19031118,1800,22.8,-45.6
AL101903,19031119,0000,23.7,-46.8
AL101903,19031119,0600,24.5,-48.0
AL101903,19031119,1200,25.5,-49.3
AL101903,19031119,1800,26.4,-49.8
AL101903,19031120,0000,27.3,-49.6
AL101903,19031120,0600,28.2,-49.3
AL101903,19031120,1200,29.0,-48.5
AL101903,19031120,1800,29.2,-47.7
AL101903,19031121,0000,29.3,-47.1
AL101903,19031121,0600,29.3,-46.2
AL101903,19031121,1200,29.3,-45.4
AL101903,19031121,1800,29.5,-44.7
AL101903,19031122,0000,29.7,-44.1
AL101903,19031122,0600,30.0,-43.6
AL101903,19031122,1200,30.4,-43.2
AL101903,19031122,1800,31.3,-42.9
AL101903,19031123,0000,32.8,-42.7
AL101903,19031123,0600,34.3,-42.5
AL101903,19031123,1200,35.4,-42.3
AL101903,19031123,1800,36.3,-42.1
AL101903,19031124,0000,37.0,-41.9
AL101903,19031124,0600,37.7,-41.7
AL101903,19031124,1200,38.5,-41.4
AL101903,19031124,1800,39.4,-40.9
AL101903,19031125,0000,40.3,-40.5
AL101903,19031125,0600,41.3,-40.0
AL101903,19031125,1200,42.2,-39.6
AL101903,19031125,1800,43.5,-38.9
AL011904,19040610,1200,13.0,-80.5
AL011904,19040610,1800,13.6,-80.7
AL011904,19040611,0000,14.2,-80.7
AL011904,19040611,0600,14.6,-80.5
AL011904,19040611,1200,15.0,-80.3
AL011904,19040611,1800,15.7,-80.2
AL011904,19040612,0000,16.2,-80.1
AL011904,19040612,0600,16.8,-79.9
AL011904,19040612,1200,17.3,-79.7
AL011904,19040612,1800,17.7,-79.5
AL011904,19040613,0000,18.1,-79.2
AL011904,19040613,0600,18.4,-78.9
AL011904,19040613,1200,18.7,-78.5
AL011904,19040613,1800,19.4,-77.7
AL011904,19040614,0000,20.3,-76.8
AL011904,19040614,0600,21.1,-76.0
AL011904,19040614,1200,22.0,-75.3
AL011904,19040614,1800,22.9,-74.6
AL021904,19040908,0000,16.2,-54.0
AL021904,19040908,0600,16.7,-54.8
AL021904,19040908,1200,17.3,-55.7
AL021904,19040908,1800,18.1,-57.1
AL021904,19040909,0000,19.0,-58.6
AL021904,19040909,0600,19.9,-60.3
AL021904,19040909,1200,21.0,-62.0
AL021904,19040909,1800,21.7,-63.0
AL021904,19040910,0000,22.5,-64.2
AL021904,19040910,0600,23.4,-65.5
AL021904,19040910,1200,24.0,-66.5
AL021904,19040910,1800,24.7,-67.3
AL021904,19040911,0000,25.1,-68.0
AL021904,19040911,0600,25.5,-69.0
AL021904,19040911,1200,25.9,-70.0
AL021904,19040911,1800,26.2,-70.8
AL021904,19040912,0000,26.6,-71.6
AL021904,19040912,0600,26.8,-72.3
AL021904,19040912,1200,27.0,-73.0
AL021904,19040912,1800,27.2,-73.8
AL021904,19040913,0000,27.6,-74.7
AL021904,19040913,0600,28.1,-75.7
AL021904,19040913,1200,29.0,-76.7
AL021904,19040913,1800,29.7,-77.4
AL021904,19040914,0000,30.4,-78.0
AL021904,19040914,0600,31.5,-78.5
AL021904,19040914,1200,32.7,-79.0
AL021904,19040914,1300,33.1,-79.2
AL021904,19040914,1800,34.6,-79.5
AL021904,19040915,0000,36.5,-77.6
AL021904,19040915,0600,39.1,-75.0
AL021904,19040915,1200,42.0,-70.3
AL021904,19040915,1800,45.9,-64.0
AL031904,19040928,0000,12.0,-80.0
AL031904,19040928,0600,12.2,-80.3
AL031904,19040928,1200,12.5,-80.5
AL031904,19040928,1800,12.8,-80.8
AL031904,19040929,0000,13.0,-81.0
AL031904,19040929,0600,13.2,-81.2
AL031904,19040929,1200,13.5,-81.5
AL031904,19040929,1800,13.9,-81.8
AL031904,19040930,0000,14.4,-82.0
AL031904,19040930,0600,15.0,-82.2
AL031904,19040930,1200,15.5,-82.5
AL031904,19040930,1800,15.9,-82.8
AL031904,19041001,0000,16.3,-83.1
AL031904,19041001,0600,16.7,-83.5
AL031904,19041001,1200,17.0,-84.0
AL031904,19041001,1800,17.3,-84.6
AL031904,19041002,0000,17.6,-85.2
AL031904,19041002,0600,17.8,-85.8
AL031904,19041002,1200,18.0,-86.5
AL031904,19041002,1800,18.1,-87.2
AL031904,19041003,0000,18.2,-87.8
AL031904,19041003,0600,18.1,-88.4
AL031904,19041003,1200,18.0,-89.0
AL031904,19041003,1800,17.9,-89.7
AL031904,19041004,0000,17.7,-90.4
AL031904,19041004,0600,17.4,-91.2
AL031904,19041004,1200,17.0,-92.0
AL031904,19041004,1800,16.5,-92.8
AL041904,19041012,0600,15.3,-75.7
AL041904,19041012,1200,15.3,-76.4
AL041904,19041012,1800,15.4,-77.1
AL041904,19041013,0000,15.9,-77.7
AL041904,19041013,0600,16.4,-78.2
AL041904,19041013,1200,17.0,-78.7
AL041904,19041013,1800,17.5,-79.1
AL041904,19041014,0000,18.0,-79.3
AL041904,19041014,0600,18.6,-79.5
AL041904,19041014,1200,19.3,-79.7
AL041904,19041014,1800,19.8,-79.8
AL041904,19041015,0000,20.1,-79.9
AL041904,19041015,0600,20.6,-79.9
AL041904,19041015,1200,21.0,-80.0
AL041904,19041015,1800,21.4,-80.0
AL041904,19041016,0000,21.7,-80.0
AL041904,19041016,0600,22.0,-80.0
AL041904,19041016,1200,22.5,-80.0
AL041904,19041016,1800,23.3,-79.9
AL041904,19041017,0000,24.2,-79.9
AL041904,19041017,0600,25.1,-80.1
AL041904,19041017,0800,25.3,-80.3
AL041904,19041017,1200,25.7,-80.7
AL041904,19041017,1800,25.9,-80.9
AL041904,19041018,0000,26.2,-81.1
AL041904,19041018,0600,26.5,-81.4
AL041904,19041018,1200,26.7,-81.7
AL041904,19041018,1800,26.8,-82.3
AL041904,19041019,0000,26.7,-82.5
AL041904,19041019,0600,26.6,-82.6
AL041904,19041019,1200,26.3,-82.7
AL041904,19041019,1800,25.9,-82.6
AL041904,19041020,0000,25.6,-82.2
AL041904,19041020,0600,25.4,-81.6
AL041904,19041020,1000,25.5,-81.2
AL041904,19041020,1200,25.5,-81.0
AL041904,19041020,1800,25.8,-80.0
AL041904,19041021,0000,26.1,-79.0
AL041904,19041021,0600,26.5,-78.2
AL041904,19041021,1200,27.0,-77.0
AL041904,19041021,1800,27.4,-75.9
AL051904,19041019,0600,25.8,-45.4
AL051904,19041019,1200,25.0,-46.3
AL051904,19041019,1800,23.8,-47.5
AL051904,19041020,0000,22.7,-48.8
AL051904,19041020,0600,22.1,-50.3
AL051904,19041020,1200,22.5,-51.6
AL051904,19041020,1800,23.0,-52.2
AL051904,19041021,0000,23.6,-52.3
AL051904,19041021,0600,24.3,-52.2
AL051904,19041021,1200,25.0,-52.0
AL051904,19041021,1800,26.0,-52.2
AL051904,19041022,0000,26.7,-52.8
AL051904,19041022,0600,27.5,-53.6
AL051904,19041022,1200,28.5,-54.5
AL051904,19041022,1800,29.6,-55.3
AL051904,19041023,0000,31.1,-56.1
AL051904,19041023,0600,32.8,-56.8
AL051904,19041023,1200,35.0,-57.5
AL051904,19041023,1800,36.7,-57.5
AL051904,19041024,0000,39.2,-56.7
AL051904,19041024,0600,41.7,-55.6
AL051904,19041024,1200,44.5,-54.0
AL051904,19041024,1800,47.3,-51.2
AL051904,19041025,0000,50.4,-48.4
AL051904,19041025,0600,53.4,-45.4
AL051904,19041025,1200,56.0,-42.5
AL051904,19041025,1800,57.8,-39.5
AL061904,19041031,1200,20.0,-91.3
AL061904,19041031,1800,20.4,-91.8
AL061904,19041101,0000,21.0,-92.0
AL061904,19041101,0600,21.6,-92.2
AL061904,19041101,1200,22.3,-92.0
AL061904,19041101,1800,23.1,-91.7
AL061904,19041102,0000,23.8,-91.4
AL061904,19041102,0600,24.4,-91.1
AL061904,19041102,1200,25.3,-90.7
AL061904,19041102,1800,26.5,-89.8
AL061904,19041103,0000,27.8,-88.9
AL061904,19041103,0600,29.1,-88.1
AL061904,19041103,1200,30.3,-86.7
AL061904,19041103,1800,31.3,-84.8
AL061904,19041104,0000,32.1,-82.7
AL061904,19041104,0600,32.9,-80.4
AL061904,19041104,1200,33.5,-78.0
AL061904,19041104,1800,33.8,-76.0
AL061904,19041105,0000,34.5,-73.4
AL061904,19041105,0600,35.1,-71.1
AL061904,19041105,1200,36.0,-68.7
AL061904,19041105,1800,37.7,-66.0
AL061904,19041106,0000,40.0,-62.4
AL061904,19041106,0600,42.4,-59.3
AL061904,19041106,1200,45.0,-57.5
AL061904,19041106,1800,46.6,-55.7
AL011905,19050906,1200,11.6,-58.5
AL011905,19050906,1800,12.0,-59.8
AL011905,19050907,0000,12.5,-61.1
AL011905,19050907,0600,13.0,-62.8
AL011905,19050907,1200,13.5,-64.3
AL011905,19050907,1800,13.9,-65.8
AL011905,19050908,0000,14.4,-67.3
AL011905,19050908,0600,14.9,-68.9
AL011905,19050908,1200,15.3,-70.3
AL011905,19050908,1800,15.9,-72.1
AL021905,19050911,1200,19.5,-51.0
AL021905,19050911,1800,19.7,-52.1
AL021905,19050912,0000,20.0,-53.3
AL021905,19050912,0600,20.2,-54.1
AL021905,19050912,1200,20.5,-55.0
AL021905,19050912,1800,21.0,-56.0
AL021905,19050913,0000,21.4,-56.8
AL021905,19050913,0600,21.8,-57.4
AL021905,19050913,1200,22.1,-57.9
AL021905,19050913,1800,22.3,-58.3
AL021905,19050914,0000,22.6,-58.6
AL021905,19050914,0600,22.9,-58.8
AL021905,19050914,1200,23.2,-59.1
AL021905,19050914,1800,23.8,-59.4
AL021905,19050915,0000,24.4,-59.7
AL021905,19050915,0600,25.0,-60.0
AL021905,19050915,1200,25.5,-60.3
AL021905,19050915,1800,25.9,-60.6
AL021905,19050916,0000,26.3,-61.1
AL021905,19050916,0600,26.7,-61.5
AL021905,19050916,1200,27.0,-62.0
AL021905,19050916,1800,27.2,-62.5
AL031905,19050924,0600,17.7,-84.0
AL031905,19050924,1200,18.2,-84.7
AL031905,19050924,1800,18.6,-85.4
AL031905,19050925,0000,19.0,-86.0
AL031905,19050925,0600,19.4,-86.7
AL031905,19050925,1200,19.9,-87.4
AL031905,19050925,1800,20.4,-88.1
AL031905,19050926,0000,20.9,-88.8
AL031905,19050926,0600,21.5,-89.7
AL031905,19050926,1200,22.2,-90.5
AL031905,19050926,1800,22.9,-90.9
AL031905,19050927,0000,23.7,-91.4
AL031905,19050927,0600,24.5,-91.8
AL031905,19050927,1200,25.3,-92.0
AL031905,19050927,1800,25.9,-92.2
AL031905,19050928,0000,26.5,-92.4
AL031905,19050928,0600,27.2,-92.6
AL031905,19050928,1200,27.7,-92.7
AL031905,19050928,1800,28.3,-92.8
AL031905,19050929,0000,28.7,-92.7
AL031905,19050929,0600,29.2,-92.6
AL031905,19050929,1000,29.6,-92.6
AL031905,19050929,1200,29.8,-92.5
AL031905,19050929,1800,30.6,-91.8
AL031905,19050930,0000,31.7,-90.9
AL031905,19050930,0600,33.0,-91.2
AL031905,19050930,1200,34.1,-92.0
AL031905,19050930,1800,34.8,-93.4
AL041905,19051001,0600,11.0,-79.2
AL041905,19051001,1200,11.0,-79.0
AL041905,19051001,1800,11.1,-78.8
AL041905,19051002,0000,11.3,-78.7
AL041905,19051002,0600,11.5,-78.6
AL041905,19051002,1200,11.7,-78.5
AL041905,19051002,1800,11.9,-78.3
AL041905,19051003,0000,12.1,-78.2
AL041905,19051003,0600,12.4,-78.1
AL041905,19051003,1200,12.7,-78.0
AL041905,19051003,1800,13.2,-77.9
AL041905,19051004,0000,13.7,-77.8
AL041905,19051004,0600,14.1,-77.7
AL041905,19051004,1200,14.5,-77.5
AL041905,19051004,1800,15.2,-77.0
AL041905,19051005,0000,15.8,-76.5
AL041905,19051005,0600,16.3,-76.0
AL041905,19051005,1200,17.0,-75.5
AL041905,19051005,1800,18.1,-74.8
AL041905,19051006,0000,19.2,-74.2
AL041905,19051006,0600,20.2,-73.6
AL041905,19051006,1200,21.0,-73.0
AL041905,19051006,1800,22.1,-72.3
AL041905,19051007,0000,23.2,-71.7
AL041905,19051007,0600,24.3,-71.1
AL041905,19051007,1200,25.3,-70.5
AL041905,19051007,1800,26.4,-69.6
AL041905,19051008,0000,27.3,-68.6
AL041905,19051008,0600,28.1,-67.6
AL041905,19051008,1200,29.0,-66.5
AL041905,19051008,1800,30.1,-65.0
AL041905,19051009,0000,30.8,-63.7
AL041905,19051009,0600,31.7,-62.1
AL041905,19051009,1200,32.3,-60.5
AL041905,19051009,1800,32.9,-57.5
AL041905,19051010,0000,33.3,-54.8
AL041905,19051010,0600,34.0,-52.2
AL041905,19051010,1200,35.0,-50.0
AL041905,19051010,1800,36.3,-48.6
AL041905,19051011,0000,37.9,-47.9
AL041905,19051011,0600,39.6,-47.1
AL041905,19051011,1200,41.0,-46.0
AL041905,19051011,1800,42.9,-44.8
AL041905,19051012,0000,45.2,-45.0
AL041905,19051012,0600,47.0,-46.0
AL041905,19051012,1200,49.0,-47.5
AL041905,19051012,1800,50.1,-48.4
AL041905,19051013,0000,51.0,-49.2
AL041905,19051013,0600,52.1,-50.1
AL041905,19051013,1200,53.0,-51.0
AL041905,19051013,1800,54.0,-52.1
AL051905,19051005,0600,23.0,-88.9
AL051905,19051005,1200,23.0,-89.5
AL051905,19051005,1800,23.0,-89.9
AL051905,19051006,0000,23.1,-90.4
AL051905,19051006,0600,23.3,-90.8
AL051905,19051006,1200,23.6,-91.1
AL051905,19051006,1800,24.0,-91.6
AL051905,19051007,0000,24.4,-92.0
AL051905,19051007,0600,24.9,-92.4
AL051905,19051007,1200,25.2,-92.6
AL051905,19051007,1800,25.6,-92.7
AL051905,19051008,0000,25.8,-92.7
AL051905,19051008,0600,26.0,-92.6
AL051905,19051008,1200,26.3,-92.5
AL051905,19051008,1800,26.7,-92.4
AL051905,19051009,0000,27.3,-92.3
AL051905,19051009,0600,28.0,-92.2
AL051905,19051009,1200,28.7,-92.0
AL051905,19051009,1700,29.5,-91.4
AL051905,19051009,1800,29.6,-91.3
AL051905,19051010,0000,30.7,-90.5
AL051905,19051010,0600,32.0,-89.8
AL051905,19051010,1200,33.5,-88.7
AL051905,19051010,1800,34.7,-86.5
AL051905,19051011,0000,35.6,-84.3
AL051905,19051011,0600,36.4,-82.4
AL051905,19051011,1200,37.3,-80.0
AL051905,19051011,1800,38.5,-77.7
AL011906,19060608,1200,19.4,-83.6
AL011906,19060608,1800,20.4,-83.7
AL011906,19060609,0000,21.4,-83.8
AL011906,19060609,0600,22.2,-83.9
AL011906,19060609,1200,23.0,-84.0
AL011906,19060609,1800,23.5,-84.1
AL011906,19060610,0000,23.9,-84.2
AL011906,19060610,0600,24.4,-84.2
AL011906,19060610,1200,25.0,-84.3
AL011906,19060610,1800,25.4,-84.4
AL011906,19060611,0000,25.8,-84.6
AL011906,19060611,0600,26.1,-84.8
AL011906,19060611,1200,26.5,-85.0
AL011906,19060611,1800,27.0,-85.2
AL011906,19060612,0000,27.5,-85.4
AL011906,19060612,0600,28.0,-85.5
AL011906,19060612,1200,28.7,-85.5
AL011906,19060612,1800,29.6,-85.6
AL011906,19060612,2000,30.1,-85.6
AL011906,19060613,0000,30.7,-85.6
AL011906,19060613,0600,31.8,-85.7
AL011906,19060613,1200,33.0,-85.7
AL011906,19060613,1800,34.6,-86.5
AL011906,19060614,0000,36.2,-87.7
AL011906,19060614,0600,38.0,-89.1
AL011906,19060614,1200,40.0,-89.5
AL011906,19060614,1800,41.8,-89.8
AL021906,19060614,0600,22.9,-76.4
AL021906,19060614,1200,23.0,-77.5
AL021906,19060614,1800,23.1,-78.2
AL021906,19060615,0000,23.1,-79.0
AL021906,19060615,0600,23.2,-79.8
AL021906,19060615,1200,23.3,-80.5
AL021906,19060615,1800,23.3,-80.8
AL021906,19060616,0000,23.3,-81.1
AL021906,19060616,0600,23.3,-81.3
AL021906,19060616,1200,23.5,-81.5
AL021906,19060616,1800,24.0,-81.5
AL021906,19060617,0000,24.5,-81.3
AL021906,19060617,0300,24.7,-81.1
AL021906,19060617,0600,25.0,-80.9
AL021906,19060617,0800,25.2,-80.7
AL021906,19060617,1200,25.7,-80.3
AL021906,19060617,1800,26.7,-79.0
AL021906,19060618,0000,28.1,-77.5
AL021906,19060618,0600,29.5,-76.1
AL021906,19060618,1200,31.0,-74.7
