id,date,hour,lan,lon
AL111979,19790902,1800,16.3,-58.8
AL111979,19790903,0000,16.7,-59.8
AL111979,19790903,0600,17.1,-60.8
AL111979,19790903,1200,17.5,-61.8
AL111979,19790903,1800,17.8,-62.8
AL111979,19790904,0000,18.0,-63.8
AL111979,19790904,0600,18.1,-64.8
AL111979,19790904,1200,18.1,-65.8
AL111979,19790904,1800,18.1,-66.8
AL111979,19790905,0000,18.0,-67.8
AL111979,19790905,0600,17.5,-68.7
AL111979,19790905,1200,17.4,-69.2
AL111979,19790905,1800,17.8,-69.6
AL111979,19790906,0000,18.5,-69.9
AL111979,19790906,0600,19.4,-70.7
AL111979,19790906,1200,19.9,-71.8
AL111979,19790906,1800,20.0,-73.0
AL111979,19790907,0000,20.1,-74.5
AL111979,19790907,0600,20.3,-75.8
AL111979,19790907,1200,20.6,-77.0
AL111979,19790907,1800,20.9,-78.0
AL111979,19790908,0000,21.1,-78.7
AL111979,19790908,0600,21.3,-79.3
AL111979,19790908,1200,21.5,-79.8
AL111979,19790908,1800,21.6,-80.5
AL111979,19790909,0000,21.7,-81.0
AL111979,19790909,0600,21.8,-81.5
AL111979,19790909,1200,21.9,-82.0
AL111979,19790909,1800,22.0,-82.5
AL111979,19790910,0000,22.4,-83.0
AL111979,19790910,0600,22.7,-83.3
AL111979,19790910,1200,22.8,-83.6
AL111979,19790910,1800,23.0,-83.8
AL111979,19790911,0000,23.3,-84.0
AL111979,19790911,0600,23.8,-84.4
AL111979,19790911,1200,24.4,-84.8
AL111979,19790911,1800,25.0,-85.2
AL111979,19790912,0000,25.7,-85.8
AL111979,19790912,0600,26.5,-86.4
AL111979,19790912,1200,27.4,-87.0
AL111979,19790912,1800,28.4,-87.7
AL111979,19790913,0000,29.7,-88.0
AL111979,19790913,0600,30.8,-88.5
AL111979,19790913,1200,32.2,-88.7
AL111979,19790913,1800,34.0,-88.0
AL111979,19790914,0000,35.2,-87.0
AL111979,19790914,0600,37.0,-84.5
AL111979,19790914,1200,39.5,-81.0
AL111979,19790914,1800,42.5,-76.0
AL111979,19790915,0000,48.0,-68.0
AL121979,19790830,0000,25.5,-89.1
AL121979,19790830,0600,26.0,-89.9
AL121979,19790830,1200,26.4,-90.7
AL121979,19790830,1800,26.8,-91.8
AL121979,19790831,0000,26.5,-93.0
AL121979,19790831,0600,26.8,-93.8
AL121979,19790831,1200,27.0,-94.2
AL121979,19790831,1800,27.3,-94.7
AL121979,19790901,0000,27.6,-95.1
AL121979,19790901,0600,27.9,-95.5
AL121979,19790901,1200,28.5,-95.8
AL121979,19790901,1800,29.0,-95.8
AL121979,19790902,0000,29.6,-95.8
AL131979,19790901,1200,19.9,-22.0
AL131979,19790901,1800,20.4,-23.0
AL131979,19790902,0000,20.8,-23.6
AL131979,19790902,0600,21.2,-26.0
AL131979,19790902,1200,22.0,-27.3
AL131979,19790902,1800,22.2,-28.7
AL131979,19790903,0000,23.0,-30.0
AL131979,19790903,0600,23.3,-31.8
AL131979,19790903,1200,23.9,-33.2
AL131979,19790903,1800,24.9,-34.9
AL131979,19790904,0000,26.0,-36.5
AL131979,19790904,0600,27.2,-37.8
AL131979,19790904,1200,28.7,-39.0
AL131979,19790904,1800,30.1,-39.5
AL131979,19790905,0000,31.5,-39.8
AL131979,19790905,0600,32.9,-39.5
AL131979,19790905,1200,34.0,-39.0
AL131979,19790905,1800,35.3,-38.5
AL131979,19790906,0000,36.7,-37.9
AL131979,19790906,0600,37.8,-37.0
AL131979,19790906,1200,39.0,-36.0
AL141979,19790904,1200,15.5,-21.0
AL141979,19790904,1800,16.5,-22.5
AL141979,19790905,0000,17.5,-24.0
AL141979,19790905,0600,18.5,-25.5
AL141979,19790905,1200,19.0,-27.0
AL141979,19790905,1800,19.8,-28.8
AL141979,19790906,0000,20.5,-30.3
AL141979,19790906,0600,21.2,-32.0
AL141979,19790906,1200,22.0,-33.8
AL141979,19790906,1800,22.5,-35.5
AL141979,19790907,0000,23.2,-36.8
AL141979,19790907,0600,24.4,-37.2
AL141979,19790907,1200,25.6,-38.0
AL141979,19790907,1800,26.4,-38.7
AL141979,19790908,0000,27.0,-39.2
AL141979,19790908,0600,27.5,-40.0
AL141979,19790908,1200,28.0,-40.3
AL141979,19790908,1800,28.6,-41.0
AL141979,19790909,0000,29.3,-41.7
AL141979,19790909,0600,29.9,-42.5
AL141979,19790909,1200,30.4,-43.2
AL141979,19790909,1800,31.0,-44.0
AL141979,19790910,0000,31.5,-45.0
AL141979,19790910,0600,31.2,-45.8
AL141979,19790910,1200,31.0,-46.8
AL141979,19790910,1800,31.1,-47.0
AL141979,19790911,0000,31.3,-47.4
AL141979,19790911,0600,31.4,-47.9
AL141979,19790911,1200,31.6,-48.1
AL141979,19790911,1800,31.8,-48.4
AL141979,19790912,0000,32.2,-48.6
AL141979,19790912,0600,32.4,-48.6
AL141979,19790912,1200,32.8,-48.3
AL141979,19790912,1800,33.2,-47.8
AL141979,19790913,0000,33.9,-47.0
AL141979,19790913,0600,34.5,-46.0
AL141979,19790913,1200,35.0,-45.0
AL141979,19790913,1800,36.0,-43.8
AL141979,19790914,0000,37.0,-41.5
AL141979,19790914,0600,38.5,-39.5
AL141979,19790914,1200,40.2,-37.8
AL141979,19790914,1800,42.0,-35.8
AL141979,19790915,0000,43.4,-34.0
AL141979,19790915,0600,45.0,-32.0
AL151979,19790915,0000,20.3,-86.8
AL151979,19790915,0600,21.5,-86.9
AL151979,19790915,1200,22.5,-87.4
AL151979,19790915,1800,22.5,-88.5
AL151979,19790916,0000,22.5,-89.7
AL151979,19790916,0600,22.5,-91.0
AL151979,19790916,1200,22.1,-92.2
AL151979,19790916,1800,21.3,-93.1
AL151979,19790917,0000,20.2,-93.6
AL151979,19790917,0600,20.2,-94.0
AL151979,19790917,1200,20.4,-94.3
AL151979,19790917,1800,20.8,-94.6
AL151979,19790918,0000,20.9,-95.0
AL151979,19790918,0600,21.0,-95.4
AL151979,19790918,1200,21.2,-95.7
AL151979,19790918,1800,21.6,-95.7
AL151979,19790919,0000,21.5,-95.7
AL151979,19790919,0600,21.3,-95.6
AL151979,19790919,1200,21.1,-95.5
AL151979,19790919,1800,21.1,-95.3
AL151979,19790920,0000,21.1,-94.9
AL151979,19790920,0600,21.1,-94.5
AL151979,19790920,1200,21.2,-94.2
AL151979,19790920,1800,21.2,-93.7
AL151979,19790921,0000,21.4,-93.4
AL151979,19790921,0600,21.7,-93.1
AL151979,19790921,1200,22.0,-92.7
AL151979,19790921,1800,22.3,-92.3
AL151979,19790922,0000,22.6,-92.1
AL151979,19790922,0600,23.0,-91.7
AL151979,19790922,1200,23.3,-91.5
AL151979,19790922,1800,23.8,-91.0
AL151979,19790923,0000,24.3,-90.5
AL151979,19790923,0600,24.8,-90.1
AL151979,19790923,1200,25.3,-89.6
AL151979,19790923,1800,25.4,-88.8
AL151979,19790924,0000,25.6,-88.0
AL151979,19790924,0600,26.0,-87.3
AL151979,19790924,1200,26.4,-86.7
AL161979,19790916,1200,15.6,-48.5
AL161979,19790916,1800,16.2,-49.2
AL161979,19790917,0000,17.0,-50.0
AL161979,19790917,0600,17.9,-50.6
AL161979,19790917,1200,19.0,-51.0
AL161979,19790917,1800,19.8,-51.5
AL161979,19790918,0000,20.8,-51.6
AL161979,19790918,0600,21.7,-51.6
AL161979,19790918,1200,22.4,-51.7
AL161979,19790918,1800,23.0,-51.6
AL161979,19790919,0000,25.6,-51.6
AL161979,19790919,0600,27.0,-51.5
AL161979,19790919,1200,28.8,-51.5
AL161979,19790919,1800,30.2,-51.5
AL161979,19790920,0000,32.1,-51.2
AL161979,19790920,0600,34.0,-51.0
AL161979,19790920,1200,35.9,-50.4
AL161979,19790920,1800,37.1,-50.0
AL161979,19790921,0000,39.0,-49.0
AL161979,19790921,0600,40.2,-48.1
AL161979,19790921,1200,41.8,-47.0
AL171979,19791012,1200,16.9,-87.3
AL171979,19791012,1800,17.2,-87.1
AL171979,19791013,0000,17.6,-86.9
AL171979,19791013,0600,17.9,-86.4
AL171979,19791013,1200,18.0,-86.0
AL171979,19791013,1800,18.1,-85.5
AL171979,19791014,0000,18.2,-84.9
AL171979,19791014,0600,18.3,-84.4
AL171979,19791014,1200,18.4,-83.9
AL171979,19791014,1800,18.5,-83.4
AL171979,19791015,0000,18.8,-82.9
AL171979,19791015,0600,18.9,-82.4
AL171979,19791015,1200,19.1,-82.1
AL171979,19791015,1800,19.3,-81.8
AL171979,19791016,0000,19.7,-81.4
AL171979,19791016,0600,20.0,-81.2
AL171979,19791016,1200,20.3,-81.2
AL171979,19791016,1800,20.7,-81.4
AL171979,19791017,0000,21.0,-81.7
AL171979,19791017,0600,21.1,-82.1
AL171979,19791017,1200,21.2,-82.5
AL171979,19791017,1800,21.1,-83.0
AL171979,19791018,0000,21.0,-83.5
AL171979,19791018,0600,20.9,-84.0
AL171979,19791018,1200,20.5,-84.4
AL171979,19791018,1800,20.2,-84.8
AL171979,19791019,0000,20.0,-85.1
AL171979,19791019,0600,19.7,-85.7
AL171979,19791019,1200,19.5,-86.4
AL171979,19791019,1800,19.1,-86.9
AL171979,19791020,0000,19.0,-87.2
AL171979,19791020,0600,18.8,-87.9
AL171979,19791020,1200,18.6,-88.2
AL181979,19791023,1200,29.0,-66.0
AL181979,19791023,1800,31.0,-65.3
AL181979,19791024,0000,33.0,-64.8
AL181979,19791024,0600,35.0,-64.0
AL181979,19791024,1200,37.5,-63.0
AL181979,19791024,1800,40.5,-62.0
AL181979,19791025,0000,43.5,-61.0
AL181979,19791025,0600,47.5,-58.4
AL181979,19791025,1200,51.0,-55.0
AL191979,19791024,1200,12.0,-77.0
AL191979,19791024,1800,12.5,-77.3
AL191979,19791025,0000,13.2,-77.6
AL191979,19791025,0600,14.0,-78.0
AL191979,19791025,1200,14.8,-78.2
AL191979,19791025,1800,15.5,-78.5
AL191979,19791026,0000,16.4,-78.9
AL191979,19791026,0600,17.2,-79.2
AL191979,19791026,1200,18.0,-80.0
AL191979,19791026,1800,17.9,-80.5
AL191979,19791027,0000,17.6,-81.0
AL191979,19791027,0600,17.3,-81.6
AL191979,19791027,1200,16.9,-82.0
AL191979,19791027,1800,16.6,-82.1
AL191979,19791028,0000,16.3,-82.4
AL191979,19791028,0600,16.0,-82.6
AL191979,19791028,1200,15.8,-82.9
AL191979,19791028,1800,15.4,-83.0
AL191979,19791029,0000,15.0,-83.2
AL191979,19791029,0600,14.8,-83.6
AL191979,19791029,1200,14.4,-83.8
AL201979,19791107,1200,24.5,-56.1
AL201979,19791107,1800,25.2,-55.2
AL201979,19791108,0000,26.0,-54.5
AL201979,19791108,0600,26.5,-53.6
AL201979,19791108,1200,27.1,-52.7
AL201979,19791108,1800,27.8,-51.5
AL201979,19791109,0000,28.3,-50.4
AL201979,19791109,0600,29.0,-49.5
AL201979,19791109,1200,29.1,-48.2
AL201979,19791109,1800,29.2,-46.9
AL201979,19791110,0000,29.2,-45.5
AL011980,19800717,0000,30.5,-76.5
AL011980,19800717,0600,30.2,-77.2
AL011980,19800717,1200,30.0,-78.0
AL011980,19800717,1800,29.9,-79.3
AL011980,19800718,0000,29.8,-80.2
AL011980,19800718,0600,29.5,-81.1
AL011980,19800718,1200,29.5,-82.0
AL011980,19800718,1800,29.4,-83.0
AL011980,19800719,0000,29.4,-84.0
AL011980,19800719,0600,29.5,-84.7
AL011980,19800719,1200,29.6,-85.8
AL011980,19800719,1800,29.7,-86.4
AL011980,19800720,0000,29.8,-87.0
AL011980,19800720,0600,29.9,-87.8
AL011980,19800720,1200,30.0,-88.5
AL011980,19800720,1800,30.4,-89.2
AL011980,19800721,0000,30.8,-90.0
AL021980,19800717,1200,25.0,-90.0
AL021980,19800717,1800,25.2,-90.4
AL021980,19800718,0000,25.4,-90.9
AL021980,19800718,0600,25.7,-91.2
AL021980,19800718,1200,26.0,-91.8
AL021980,19800718,1800,26.2,-92.1
AL021980,19800719,0000,26.4,-92.7
AL021980,19800719,0600,26.8,-93.0
AL021980,19800719,1200,27.0,-93.5
AL021980,19800719,1800,27.4,-94.0
AL021980,19800720,0000,27.8,-94.5
AL021980,19800720,0600,28.0,-94.9
AL021980,19800720,1200,28.5,-95.2
AL021980,19800720,1800,29.0,-95.7
AL021980,19800721,0000,29.5,-95.7
AL021980,19800721,0600,30.0,-95.5
AL021980,19800721,1200,30.5,-95.0
AL031980,19800722,0000,23.2,-73.5
AL031980,19800722,0600,24.0,-74.5
AL031980,19800722,1200,25.1,-75.4
AL031980,19800722,1800,26.2,-76.2
AL031980,19800723,0000,27.0,-76.8
AL031980,19800723,0600,28.2,-77.4
AL031980,19800723,1200,29.3,-77.8
AL031980,19800723,1800,30.8,-77.7
AL031980,19800724,0000,31.8,-77.4
AL031980,19800724,0600,33.0,-76.8
AL031980,19800724,1200,34.0,-75.8
AL031980,19800724,1800,35.1,-73.9
AL031980,19800725,0000,36.0,-72.0
AL031980,19800725,0600,36.5,-70.0
AL031980,19800725,1200,37.0,-68.2
AL031980,19800725,1800,37.2,-66.0
AL031980,19800726,0000,37.6,-64.0
AL041980,19800731,1200,11.0,-30.0
AL041980,19800731,1800,10.9,-32.2
AL041980,19800801,0000,10.8,-34.3
AL041980,19800801,0600,10.7,-36.4
AL041980,19800801,1200,10.7,-38.6
AL041980,19800801,1800,10.7,-40.7
AL041980,19800802,0000,11.0,-42.8
AL041980,19800802,0600,11.4,-44.8
AL041980,19800802,1200,11.9,-46.9
AL041980,19800802,1800,12.3,-49.1
AL041980,19800803,0000,12.4,-51.4
AL041980,19800803,0600,12.6,-53.6
AL041980,19800803,1200,12.8,-55.6
AL041980,19800803,1800,12.9,-57.5
AL041980,19800804,0000,13.3,-59.1
AL041980,19800804,0600,13.6,-61.0
AL041980,19800804,1200,14.0,-63.0
AL041980,19800804,1800,14.4,-64.9
AL041980,19800805,0000,14.8,-66.7
AL041980,19800805,0600,15.4,-68.6
AL041980,19800805,1200,15.9,-70.5
AL041980,19800805,1800,16.5,-72.3
AL041980,19800806,0000,17.8,-73.8
AL041980,19800806,0600,18.3,-75.9
AL041980,19800806,1200,19.2,-78.0
AL041980,19800806,1800,20.0,-80.1
AL041980,19800807,0000,20.1,-81.9
AL041980,19800807,0600,20.4,-83.6
AL041980,19800807,1200,21.0,-84.8
AL041980,19800807,1800,21.8,-86.4
AL041980,19800808,0000,22.2,-87.9
AL041980,19800808,0600,22.8,-89.2
AL041980,19800808,1200,23.4,-90.5
AL041980,19800808,1800,23.9,-91.8
AL041980,19800809,0000,24.5,-93.0
AL041980,19800809,0600,25.0,-94.2
AL041980,19800809,1200,25.2,-95.4
AL041980,19800809,1800,25.4,-96.1
AL041980,19800810,0000,25.8,-96.8
AL041980,19800810,0600,26.1,-97.2
AL041980,19800810,1200,26.7,-98.1
AL041980,19800810,1800,27.3,-99.0
AL041980,19800811,0000,27.7,-99.8
AL041980,19800811,0600,28.0,-100.9
AL041980,19800811,1200,28.5,-101.9
AL041980,19800811,1800,28.9,-102.9
AL051980,19800813,0000,15.0,-21.0
AL051980,19800813,0600,15.2,-22.5
AL051980,19800813,1200,15.8,-24.2
AL051980,19800813,1800,16.7,-25.9
AL051980,19800814,0000,17.8,-27.1
AL051980,19800814,0600,18.8,-28.7
AL051980,19800814,1200,20.0,-30.0
AL051980,19800814,1800,21.0,-31.7
AL051980,19800815,0000,22.0,-33.0
AL051980,19800815,0600,23.2,-34.3
AL051980,19800815,1200,24.8,-35.9
AL051980,19800815,1800,27.3,-37.2
AL051980,19800816,0000,30.0,-36.6
AL051980,19800816,0600,32.1,-34.4
AL051980,19800816,1200,33.8,-31.9
AL051980,19800816,1800,35.2,-29.0
AL051980,19800817,0000,36.7,-26.2
AL061980,19800814,0000,12.7,-35.5
AL061980,19800814,0600,13.5,-36.6
AL061980,19800814,1200,14.7,-37.3
AL061980,19800814,1800,15.7,-37.5
AL061980,19800815,0000,16.7,-37.8
AL061980,19800815,0600,17.7,-37.9
AL061980,19800815,1200,18.8,-38.1
AL061980,19800815,1800,20.4,-38.5
AL061980,19800816,0000,22.0,-38.7
AL061980,19800816,0600,23.7,-38.9
AL061980,19800816,1200,24.8,-39.1
AL061980,19800816,1800,25.8,-39.4
AL061980,19800817,0000,27.0,-39.7
AL061980,19800817,0600,28.0,-40.0
AL061980,19800817,1200,29.0,-40.3
AL061980,19800817,1800,30.0,-40.5
AL061980,19800818,0000,31.1,-40.5
AL061980,19800818,0600,32.4,-40.5
AL061980,19800818,1200,34.0,-40.5
AL061980,19800818,1800,35.9,-40.5
AL061980,19800819,0000,38.2,-40.2
AL061980,19800819,0600,41.9,-39.8
AL061980,19800819,1200,46.5,-38.4
AL061980,19800819,1800,51.0,-36.0
AL071980,19800820,1200,36.0,-73.0
AL071980,19800820,1800,35.0,-72.0
AL071980,19800821,0000,34.0,-71.0
AL071980,19800821,0600,33.4,-69.5
AL071980,19800821,1200,34.0,-68.0
AL071980,19800821,1800,34.8,-66.8
AL071980,19800822,0000,35.8,-65.7
AL071980,19800822,0600,37.0,-64.8
AL071980,19800822,1200,38.3,-64.7
AL071980,19800822,1800,39.1,-64.9
AL071980,19800823,0000,39.6,-65.9
AL071980,19800823,0600,38.9,-66.7
AL071980,19800823,1200,38.2,-66.0
AL071980,19800823,1800,38.0,-64.7
AL071980,19800824,0000,38.0,-63.1
AL071980,19800824,0600,37.9,-61.7
AL071980,19800824,1200,37.9,-60.2
AL071980,19800824,1800,37.9,-58.2
AL071980,19800825,0000,38.0,-55.0
AL071980,19800825,0600,38.1,-51.3
AL071980,19800825,1200,38.2,-47.0
AL071980,19800825,1800,38.5,-42.2
AL081980,19800825,0000,15.9,-31.6
AL081980,19800825,0600,15.8,-34.0
AL081980,19800825,1200,15.7,-35.3
AL081980,19800825,1800,15.6,-36.9
AL081980,19800826,0000,15.5,-38.3
AL081980,19800826,0600,15.4,-39.8
AL081980,19800826,1200,15.4,-41.0
AL081980,19800826,1800,15.3,-43.0
AL081980,19800827,0000,15.4,-44.9
AL081980,19800827,0600,15.8,-46.8
AL081980,19800827,1200,16.0,-48.8
AL081980,19800827,1800,16.7,-50.8
AL081980,19800828,0000,17.8,-52.7
AL081980,19800828,0600,19.0,-54.3
AL081980,19800828,1200,20.5,-56.0
AL081980,19800828,1800,22.0,-58.0
AL081980,19800829,0000,22.5,-60.0
AL091980,19800901,0000,15.6,-38.0
AL091980,19800901,0600,15.9,-39.4
AL091980,19800901,1200,16.3,-40.8
AL091980,19800901,1800,16.8,-42.1
AL091980,19800902,0000,17.3,-43.7
AL091980,19800902,0600,17.5,-45.7
AL091980,19800902,1200,17.7,-48.1
AL091980,19800902,1800,17.8,-50.3
AL091980,19800903,0000,17.9,-52.4
AL091980,19800903,0600,18.0,-54.5
AL091980,19800903,1200,18.6,-56.9
AL091980,19800903,1800,19.7,-59.0
AL091980,19800904,0000,21.0,-61.0
AL091980,19800904,0600,22.1,-62.3
AL091980,19800904,1200,23.4,-63.6
AL091980,19800904,1800,24.8,-64.8
AL091980,19800905,0000,26.1,-65.8
AL091980,19800905,0600,27.5,-67.0
AL091980,19800905,1200,28.5,-68.6
AL091980,19800905,1800,29.0,-69.4
AL091980,19800906,0000,29.7,-70.0
AL091980,19800906,0600,30.6,-70.0
AL091980,19800906,1200,31.7,-69.6
AL091980,19800906,1800,32.9,-69.1
AL091980,19800907,0000,34.4,-67.9
AL091980,19800907,0600,35.9,-65.9
AL091980,19800907,1200,37.3,-63.7
AL091980,19800907,1800,38.6,-61.5
AL091980,19800908,0000,40.2,-59.0
AL091980,19800908,0600,42.9,-55.1
AL091980,19800908,1200,45.6,-51.1
AL091980,19800908,1800,48.0,-46.9
AL101980,19800904,1200,17.7,-24.0
AL101980,19800904,1800,17.4,-25.3
AL101980,19800905,0000,17.8,-26.7
AL101980,19800905,0600,18.2,-28.0
AL101980,19800905,1200,18.8,-29.5
AL101980,19800905,1800,19.2,-31.0
AL101980,19800906,0000,19.7,-32.0
AL101980,19800906,0600,20.3,-33.8
AL101980,19800906,1200,21.0,-35.5
AL101980,19800906,1800,21.5,-36.5
AL101980,19800907,0000,22.2,-37.8
AL101980,19800907,0600,23.2,-38.8
AL101980,19800907,1200,25.0,-39.7
AL101980,19800907,1800,27.0,-40.3
AL101980,19800908,0000,29.0,-41.2
AL101980,19800908,0600,30.4,-42.5
AL101980,19800908,1200,32.0,-43.5
AL101980,19800908,1800,33.3,-44.1
AL101980,19800909,0000,34.7,-44.3
AL101980,19800909,0600,36.3,-43.8
AL101980,19800909,1200,38.0,-43.1
AL101980,19800909,1800,40.5,-41.5
AL101980,19800910,0000,43.0,-39.0
AL101980,19800910,0600,45.2,-36.0
AL101980,19800910,1200,47.5,-32.5
AL101980,19800910,1800,49.5,-28.5
AL101980,19800911,0000,51.5,-23.5
AL111980,19800904,1800,28.3,-90.6
AL111980,19800905,0000,28.3,-91.3
AL111980,19800905,0600,28.4,-91.8
AL111980,19800905,1200,28.8,-92.4
AL111980,19800905,1800,29.4,-93.4
AL111980,19800906,0000,29.4,-94.9
AL111980,19800906,0600,29.3,-96.3
AL111980,19800906,1200,29.1,-97.0
AL111980,19800906,1800,29.0,-97.8
AL111980,19800907,0000,29.0,-98.3
AL111980,19800907,0600,29.0,-99.0
AL111980,19800907,1200,29.0,-100.0
AL121980,19800906,0000,12.5,-19.0
AL121980,19800906,0600,12.5,-20.0
AL121980,19800906,1200,12.6,-21.0
AL121980,19800906,1800,12.7,-21.8
AL121980,19800907,0000,12.8,-22.5
AL121980,19800907,0600,12.9,-23.2
AL121980,19800907,1200,13.0,-24.0
AL121980,19800907,1800,13.0,-24.8
AL121980,19800908,0000,13.0,-25.6
AL121980,19800908,0600,13.0,-26.8
AL121980,19800908,1200,12.9,-28.0
AL121980,19800908,1800,12.8,-29.0
AL121980,19800909,0000,12.8,-29.8
AL121980,19800909,0600,12.9,-30.5
AL121980,19800909,1200,13.0,-31.3
AL121980,19800909,1800,13.2,-32.1
AL121980,19800910,0000,13.4,-32.9
AL121980,19800910,0600,13.8,-33.5
AL121980,19800910,1200,14.2,-34.1
AL121980,19800910,1800,14.9,-34.6
AL121980,19800911,0000,15.4,-34.9
AL121980,19800911,0600,16.0,-35.0
AL121980,19800911,1200,16.3,-35.3
AL121980,19800911,1800,16.6,-35.9
AL121980,19800912,0000,17.0,-36.1
AL121980,19800912,0600,17.2,-36.9
AL121980,19800912,1200,17.8,-37.8
AL121980,19800912,1800,18.3,-38.5
AL121980,19800913,0000,18.6,-39.6
AL121980,19800913,0600,18.8,-40.6
AL121980,19800913,1200,18.9,-42.0
AL121980,19800913,1800,19.3,-43.4
AL121980,19800914,0000,19.8,-44.7
AL121980,19800914,0600,20.2,-45.9
AL121980,19800914,1200,20.8,-46.9
AL121980,19800914,1800,21.6,-48.0
AL121980,19800915,0000,22.5,-48.8
AL121980,19800915,0600,23.3,-49.6
AL121980,19800915,1200,24.6,-50.2
AL121980,19800915,1800,25.8,-50.8
AL121980,19800916,0000,27.4,-50.8
AL121980,19800916,0600,28.8,-50.6
AL121980,19800916,1200,30.2,-50.0
AL121980,19800916,1800,31.8,-49.2
AL121980,19800917,0000,33.0,-48.0
AL121980,19800917,0600,33.9,-47.2
AL121980,19800917,1200,34.7,-46.4
AL121980,19800917,1800,35.7,-45.9
AL121980,19800918,0000,36.7,-45.8
AL121980,19800918,0600,37.8,-45.8
AL121980,19800918,1200,39.0,-46.2
AL121980,19800918,1800,40.0,-46.5
AL121980,19800919,0000,41.2,-46.4
AL121980,19800919,0600,42.4,-45.8
AL121980,19800919,1200,43.6,-44.9
AL121980,19800919,1800,44.5,-43.2
AL121980,19800920,0000,45.7,-41.0
AL121980,19800920,0600,47.0,-39.0
AL121980,19800920,1200,49.4,-35.5
AL121980,19800920,1800,51.2,-32.0
AL121980,19800921,0000,54.0,-29.0
AL131980,19800920,1200,14.6,-77.2
AL131980,19800920,1800,14.8,-78.7
AL131980,19800921,0000,15.0,-80.2
AL131980,19800921,0600,15.1,-81.6
AL131980,19800921,1200,15.3,-83.0
AL131980,19800921,1800,15.8,-84.2
AL131980,19800922,0000,16.5,-85.5
AL131980,19800922,0600,17.1,-86.7
AL131980,19800922,1200,17.8,-87.8
AL131980,19800922,1800,18.4,-88.9
AL131980,19800923,0000,18.8,-90.2
AL131980,19800923,0600,19.1,-91.3
AL131980,19800923,1200,19.3,-92.6
AL131980,19800923,1800,19.3,-93.2
AL131980,19800924,0000,19.2,-93.8
AL131980,19800924,0600,18.8,-94.4
AL131980,19800924,1200,18.5,-94.8
AL131980,19800924,1800,18.1,-95.1
AL131980,19800925,0000,17.7,-95.5
AL131980,19800925,0600,17.3,-95.8
AL131980,19800925,1200,17.0,-96.0
AL131980,19800925,1800,17.0,-96.0
AL131980,19800926,0000,17.0,-96.0
AL141980,19801001,0000,33.6,-20.0
AL141980,19801001,0600,33.7,-20.7
AL141980,19801001,1200,33.8,-21.5
AL141980,19801001,1800,34.1,-22.2
AL141980,19801002,0000,34.5,-22.8
AL141980,19801002,0600,35.0,-23.3
AL141980,19801002,1200,35.7,-23.7
AL141980,19801002,1800,36.5,-23.8
AL141980,19801003,0000,37.2,-23.5
AL141980,19801003,0600,37.8,-23.1
AL141980,19801003,1200,38.7,-22.5
AL141980,19801003,1800,38.5,-21.4
AL141980,19801004,0000,37.7,-21.8
AL141980,19801004,0600,37.0,-22.7
AL141980,19801004,1200,36.5,-23.5
AL141980,19801004,1800,35.6,-24.6
AL141980,19801005,0000,34.4,-25.7
AL141980,19801005,0600,33.4,-26.8
AL141980,19801005,1200,32.4,-28.3
AL141980,19801005,1800,31.3,-29.6
AL141980,19801006,0000,30.1,-30.5
AL141980,19801006,0600,29.1,-31.1
AL141980,19801006,1200,28.4,-31.3
AL141980,19801006,1800,28.1,-31.1
AL141980,19801007,0000,28.0,-30.7
AL141980,19801007,0600,28.5,-30.6
AL141980,19801007,1200,29.5,-31.7
AL141980,19801007,1800,29.8,-32.7
AL141980,19801008,0000,30.0,-34.4
AL141980,19801008,0600,30.6,-36.2
AL141980,19801008,1200,31.3,-37.4
AL141980,19801008,1800,31.5,-39.0
AL141980,19801009,0000,31.7,-40.5
AL141980,19801009,0600,32.3,-41.0
AL141980,19801009,1200,33.2,-41.1
AL141980,19801009,1800,33.8,-41.2
AL141980,19801010,0000,34.9,-40.7
AL141980,19801010,0600,36.2,-40.0
AL141980,19801010,1200,37.8,-39.1
AL141980,19801010,1800,39.7,-37.9
AL141980,19801011,0000,42.0,-36.1
AL141980,19801011,0600,44.4,-34.1
AL141980,19801011,1200,46.8,-31.5
AL141980,19801011,1800,49.7,-27.5
AL141980,19801012,0000,52.5,-24.5
AL151980,19801016,0000,16.2,-85.2
AL151980,19801016,0600,16.2,-85.5
AL151980,19801016,1200,16.2,-85.9
AL151980,19801016,1800,16.2,-86.3
AL151980,19801017,0000,16.2,-86.6
AL151980,19801017,0600,16.2,-86.8
AL151980,19801017,1200,16.3,-87.0
AL151980,19801017,1800,16.4,-87.4
AL151980,19801018,0000,16.5,-87.8
AL161980,19801107,1800,13.6,-82.6
AL161980,19801108,0000,14.7,-83.0
AL161980,19801108,0600,16.0,-83.4
AL161980,19801108,1200,17.3,-83.9
AL161980,19801108,1800,18.6,-84.3
AL161980,19801109,0000,19.3,-84.6
AL161980,19801109,0600,20.0,-84.8
AL161980,19801109,1200,20.8,-85.1
AL161980,19801109,1800,21.3,-85.2
AL161980,19801110,0000,21.6,-85.3
AL161980,19801110,0600,22.0,-85.4
AL161980,19801110,1200,22.5,-85.5
AL161980,19801110,1800,23.2,-85.7
AL161980,19801111,0000,23.7,-86.1
AL161980,19801111,0600,24.1,-86.5
AL161980,19801111,1200,24.1,-87.0
AL161980,19801111,1800,24.1,-87.2
AL161980,19801112,0000,24.1,-87.4
